platz,nachname,vorname,partei,stimme,KRNr,VorlageNr,Titel,Geschaeftsart,AblaufschrittTyp,DokumentTitel,eDocumentFileName,eDocumentID,Version,Sitzungsdatum,url
85,Zeugin,Michael,GLP,--,283/2018,,"Kein Mengenrabatt für Sexualdelikte, schwere Vergehen und Verbrechen",Parlamentarische Initiative,Ablehnung,AR18283,AR18283,45b52a4daeaf4a17ab5bac3cf93d95a0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/45b52a4daeaf4a17ab5bac3cf93d95a0-332/1/pdf
84,Ziegler,Christoph,GLP,--,283/2018,,"Kein Mengenrabatt für Sexualdelikte, schwere Vergehen und Verbrechen",Parlamentarische Initiative,Ablehnung,AR18283,AR18283,45b52a4daeaf4a17ab5bac3cf93d95a0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/45b52a4daeaf4a17ab5bac3cf93d95a0-332/1/pdf
171,Zurfluh,Christina,SVP,JA,283/2018,,"Kein Mengenrabatt für Sexualdelikte, schwere Vergehen und Verbrechen",Parlamentarische Initiative,Ablehnung,AR18283,AR18283,45b52a4daeaf4a17ab5bac3cf93d95a0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/45b52a4daeaf4a17ab5bac3cf93d95a0-332/1/pdf
30,Ackermann,Pia,SP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
103,Ackermann,Ruth,CVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
71,Aeschbacher,Nathalie,GLP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
42,Agosti,Theres,SP,--,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
31,Akanji,Sarah,SP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
177,Albanese,Franco,SVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
54,Alder,Ronald,GLP,--,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
126,Amrein,Hans-Peter,SVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
162,Balmer,Bettina,FDP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
140,Bamert,Ueli,SVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
81,Barmettler,Franziska,GLP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
57,Bartal,Isabel,SP,--,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
9,Bärtschiger,Markus,SP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
168,Bender,André,SVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
11,Berner,Melanie,AL,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
128,Biber,Michael,FDP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
20,Bischoff,Markus,AL,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
22,Bloch,Beat,CSP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
173,Bonato,Diego,SVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
124,Bossert,Sandra,SVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
129,Bourgeois,Marc,FDP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
17,Brandenberger,Harry,SP,--,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
159,Brunner,Hans-Peter,FDP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
34,Brunner,Robert,Grüne,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
101,Bürgin,Yvonne,CVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
155,Burtscher,Rochus,SVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
49,Büsser,Jeanette,Grüne,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
13,Bütikofer,Kaspar,AL,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
115,Camenisch,Linda,FDP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
44,Columberg,Leandra,SP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
83,Cometta-Müller,Katrin,GLP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
4,Dalcher,Pierre,SVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
41,Daurù,Andreas,SP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
51,Dietschi,Urs,Grüne,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
29,Dünki,Michèle,SP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
70,Dürr,Renate,Grüne,--,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
134,Egli,Hans,EDU,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
181,Erni,Jonas,SP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
147,Etter-Gick,Carola,FDP,--,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
100,Farner,Martin,FDP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
110,Fehr Düsel,Nina,SVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
36,Fehr,Karin,Grüne,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
148,Fehr,Raffaela,FDP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
62,Feldmann,Stefan,SP,--,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
111,Finsler,Hans,SVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
150,Fischer,Benjamin,SVP,--,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
65,Forrer,Thomas,Grüne,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
130,Franzen,Barbara,FDP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
158,Frey-Eigenmann,Beatrix,FDP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
143,Furrer,Astrid,FDP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
67,Galeuchet,David,Grüne,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
105,Gantner,Alex,FDP,--,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
26,Gehrig,Sonja,GLP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
160,Geistlich,Andreas,FDP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
75,Gisler,Andrea,GLP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
14,Göldi,Hanspeter,SP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
136,Grüter,Barbara,SVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
93,Günthard,Barbara,EVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
21,Guyer,Esther,Grüne,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
161,Habegger,Beat,FDP,--,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
152,Habicher,Lorenz,SVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
69,Hans,Urs,Grüne,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
55,Hasler,Andreas,GLP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
91,Häuptli,Daniel,GLP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
127,Hauser,Matthias,SVP,--,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
35,Häusler,Edith,Grüne,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
52,Heierli,Daniel,Grüne,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
72,Hodel,Daniel,GLP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
15,Hoesch,Felix,SP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
176,Hofer,Jacqueline,SVP,JA,170/2019,,Zahl der Beisitzenden der Arbeitsgerichte für die Amtsdauer 2020 bis 2026,Vorlage,Zustimmung,AR19170,AR19170,d088d099a9d14e8f86df0195f1b8ddb0-332,1,2020-02-03,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d088d099a9d14e8f86df0195f1b8ddb0-332/1/pdf
