platz,nachname,vorname,partei,stimme,KRNr,VorlageNr,Titel,Geschaeftsart,AblaufschrittTyp,DokumentTitel,eDocumentFileName,eDocumentID,Version,Sitzungsdatum,url
93,Günthard,Barbara,EVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
21,Guyer,Esther,Grüne,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
161,Habegger,Beat,FDP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
152,Habicher,Lorenz,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
69,Hans,Urs,Grüne,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
55,Hasler,Andreas,GLP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
91,Häuptli,Daniel,GLP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
127,Hauser,Matthias,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
35,Häusler,Edith,Grüne,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
52,Heierli,Daniel,Grüne,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
72,Hodel,Daniel,GLP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
15,Hoesch,Felix,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
176,Hofer,Jacqueline,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
178,Hoffmann,Benedikt,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
86,Hollenstein,Claudia,GLP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
25,Honegger,Thomas,Grüne,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
123,Honegger,Walter,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
89,Huber,Stefanie,GLP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
156,Huber,Beat,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
165,Huber,Martin,FDP,NEIN,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
151,Hübscher,Martin,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
78,Hugentobler,Hanspeter,EVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
12,Huonker,Laura,AL,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
121,Isler,René,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
145,Jäger,Alexander,FDP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
39,Joss,Karin,GLP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
46,Joss,Rosmarie,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
37,Kampus,Manuel,Grüne,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
32,Katumba,Andrew,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
1,Kläy,Dieter,FDP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
142,Kündig,Jörg,FDP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
24,L'Orange Seigo,Selma,Grüne,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
63,Lais,Ruedi,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
119,Lamprecht,Thomas,EDU,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
112,Landmann,Valentin,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
33,Langenegger,Tobias,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
180,Langhart,Konrad,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
167,Ledergerber,Domenik,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
27,Loss,Davide,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
135,Lucek,Christian,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
40,Mäder,Gabriel,GLP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
76,Mani,Tobias,EVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
183,Marthaler,Thomas,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
7,Marti,Sibylle,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
184,Marty Fässler,Carmen,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
133,Marty,Maria Rita,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
185,Matter,Sylvie,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
174,Mayer,Paul,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
132,Meier,Doris,FDP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
59,Meier,Esther,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
66,Meier,Florian,Grüne,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
95,Meier,Walter,EVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
153,Mettler,Christian,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
94,Monhart,Beat,EVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
163,Moser-Schäfer,Arianne,FDP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
146,Müller,André,FDP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
117,Müller,Christian,FDP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
131,Müller,Fabian,FDP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
80,Näf,Melissa,GLP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
53,Petri,Gabi,Grüne,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
64,Pfalzgraf,Hannah,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
179,Pfister,Ulrich,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
169,Pflugshaupt,Elisabeth,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
96,Pinto,Jean-Philippe,CVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
23,Pokerschnig,Jasmine,Grüne,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
50,Rigoni,Silvia,Grüne,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
137,Rinderknecht,Daniela,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
172,Rogenmoser,Romaine,SVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
118,Romero,Angie,FDP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
61,Röösli,Brigitte,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
116,Rueff,Sonja,FDP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
10,Sadriu,Qëndresa,SP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
18,Sahli,Manuel,AL,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
82,Sanesi-Muri,Monica,GLP,JA,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
79,Schaaf,Markus,EVP,--,233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
