KRNr,VorlageNr,Titel,Geschaeftsart,AblaufschrittTyp,DokumentTitel,eDocumentFileName,eDocumentID,Version,Sitzungsdatum,url
46/2019,,Selbstfahrende Autos als Teil des öffentlichen Verkehrs,Postulat,Überweisung an Regierungsrat,AR19046,AR19046,102dd8c029534d49ac392233bc099eae-332,1,2019-08-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/102dd8c029534d49ac392233bc099eae-332/1/pdf
323/2013,,Änderung Strassengesetz,Parlamentarische Initiative,Ablehnung,AR13323a,AR13323a,3ddbf2a66bd947ac8f9138838a3cec2f-332,1,2019-08-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/3ddbf2a66bd947ac8f9138838a3cec2f-332/1/pdf
5522,5522,Gewährung eines Darlehens an die Lehrmittelverlag Zürich AG und der Beteiligung an der Aktienkapitalerhöhung,Vorlage,Zustimmung,AR5522a.NK,AR5522a.NK,4abac7c9654041a599575559d5a86100-332,1,2019-09-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4abac7c9654041a599575559d5a86100-332/1/pdf
5556,5556,Wahl der Mitglieder der Berufsbildungskommission für die Amtsdauer 2019–2023,Vorlage,Zustimmung,AR5556,AR5556,c190174509df43c083b7205b0c6bf3aa-332,1,2019-09-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/c190174509df43c083b7205b0c6bf3aa-332/1/pdf
5459,5459,Universitätsgesetz (UniG),Vorlage,Zustimmung,AR5459b,AR5459b,c5e90e447ee14e37826879f6ec1a8aae-332,1,2019-09-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/c5e90e447ee14e37826879f6ec1a8aae-332/1/pdf
5515,5515,Abrechnung Kredit für die Ausrichtung eines Investitionsbeitrags an die Stiftung Zentralbibliothek Zürich für die Erstellung eines Erweiterungsbaus,Vorlage,Zustimmung,AR5515,AR5515,7fe903d0d1794ea9866b2759beb670e2-332,1,2019-09-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/7fe903d0d1794ea9866b2759beb670e2-332/1/pdf
5522,5522,Gewährung eines Darlehens an die Lehrmittelverlag Zürich AG und der Beteiligung an der Aktienkapitalerhöhung,Vorlage,Zustimmung,AR5522a Rückweisung,AR5522a_Rueckweisung,9a37f52489664c78837112cd645c7eb4-332,1,2019-09-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9a37f52489664c78837112cd645c7eb4-332/1/pdf
5553,5553,Wahl der Mitglieder des Bildungsrates für die Amtsdauer 2019–2023,Vorlage,Zustimmung,AR5553,AR5553,d76bd6cb34844af6b2711b9bdbfe9b3a-332,1,2019-09-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d76bd6cb34844af6b2711b9bdbfe9b3a-332/1/pdf
139/2016,,Erweiterung erwachsenengerechtes Berufsbildungsangebot,Postulat,Überweisung an Regierungsrat,AR16139,AR16139,0ef3cb9d3bb14f75ae1828fa028e65f6-332,1,2019-09-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/0ef3cb9d3bb14f75ae1828fa028e65f6-332/1/pdf
188/2016,,Mehr Freiheit für die Erwachsenenbildung Zürich,Motion,Überweisung an Regierungsrat,AR16188,AR16188,94ed6f4caf134943bcf6ce6354cd94ce-332,1,2019-09-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/94ed6f4caf134943bcf6ce6354cd94ce-332/1/pdf
5472,5472,Gesetz über die Spitalschulen auf der Sekundarstufe II,Vorlage,Zustimmung,AR5472b,AR5472b,9b56c428cd7c4b66897c7aee28837eb1-332,1,2019-09-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9b56c428cd7c4b66897c7aee28837eb1-332/1/pdf
5419,5419,Ein Betreibungsregister für den Kanton Zürich,Vorlage,Zustimmung,AR5419b,AR5419b,34f02b429ccf43b2919590641bb328b3-332,1,2019-09-09T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/34f02b429ccf43b2919590641bb328b3-332/1/pdf
85/2017,,Härtefallregelung im Rahmen der integrativen Förderung,Postulat,Überweisung an Regierungsrat,AR17085,AR17085,182407a27171491a937ca93b1a7135b6-332,1,2019-09-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/182407a27171491a937ca93b1a7135b6-332/1/pdf
415/2016,,Angleichung der Studiengebühren an die Realität,Motion,Ablehnung,AR16415,AR16415,a1b5affc31e24e229d211059a66a83fc-332,1,2019-09-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a1b5affc31e24e229d211059a66a83fc-332/1/pdf
282/2016,,Krippen stärken statt schwächen,Postulat,Überweisung an Regierungsrat,AR16282,AR16282,691e604e36ec40c99bc5cb6afba87638-332,1,2019-09-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/691e604e36ec40c99bc5cb6afba87638-332/1/pdf
344/2016,,Für ein wirksames Mitarbeitendengespräch in der Volksschule,Postulat,Überweisung an Regierungsrat,AR16344,AR16344,949b08541d2c40b78255164557c2e446-332,1,2019-09-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/949b08541d2c40b78255164557c2e446-332/1/pdf
247/2016,,Mit einer Arbeitszeitstudie gegen die Willkür,Postulat,Ablehnung,AR16247,AR16247,f9ff71b564be4571aa71686ed2a41bb3-332,1,2019-09-16T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/f9ff71b564be4571aa71686ed2a41bb3-332/1/pdf
281/2019,,Tätigkeitsbericht Ombudsmann 2018,Vorlage,Zustimmung,AR19281,AR19281,9a6cc83235ef4360ae889adee9106f55-332,1,2019-09-23T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9a6cc83235ef4360ae889adee9106f55-332/1/pdf
282/2019,,Tätigkeitsbericht Datenschutzbeauftragter 2018,Vorlage,Zustimmung,AR19282,AR19282,e8b86868068e44beadf4706d83967fc7-332,1,2019-09-23T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/e8b86868068e44beadf4706d83967fc7-332/1/pdf
210/2019,,Vorwärts mit der Zürichsee-Uferwegplanung,Dringliches Postulat,Überweisung an Regierungsrat,AR19210,AR19210,d80fbd140faf440c8ed0fa3661104b84-332,1,2019-09-23T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d80fbd140faf440c8ed0fa3661104b84-332/1/pdf
288/2017,,Archivierungsmengen die tragbar sind,Parlamentarische Initiative,Zustimmung,AR17288a,AR17288a,365a2b59bafe4f55b793e59a65dc2a25-332,1,2019-09-23T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/365a2b59bafe4f55b793e59a65dc2a25-332/1/pdf
235/2019,,Umsetzung des Masterplans Kasernenareal,Dringliches Postulat,Überweisung an Regierungsrat,AR19235,AR19235,244fbd5686ed41d88d3d5febe0b17934-332,1,2019-09-23T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/244fbd5686ed41d88d3d5febe0b17934-332/1/pdf
173/2017,,Einheitliche Finanzierung von ambulanten und stationären Gesundheitsleistungen,Postulat,Überweisung an Regierungsrat,AR17173,AR17173,2fe882af677e4208bfcf450a5f28b37d-332,1,2019-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/2fe882af677e4208bfcf450a5f28b37d-332/1/pdf
76/2018,,Indikationsqualität stationärer Leistungen,Motion,Ablehnung,AR18076,AR18076,909ff80ec5e14c188c13d8088777fa78-332,1,2019-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/909ff80ec5e14c188c13d8088777fa78-332/1/pdf
78/2018,,«Peer Audits» zur Indikationsqualität,Postulat,Überweisung an Regierungsrat,AR18078,AR18078,8a5d2bb1f7f94917ab25d31dbe5c832d-332,1,2019-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/8a5d2bb1f7f94917ab25d31dbe5c832d-332/1/pdf
192/2017,,Einführung einer Gebühr für das Aufsuchen einer Notfallabteilung eines Spitals,Motion,Überweisung an Regierungsrat,AR17192,AR17192,cb17ca56ad5348ddb79be24f7050890f-332,1,2019-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/cb17ca56ad5348ddb79be24f7050890f-332/1/pdf
142/2016,,Bedarfsgerechte Akutversorgung: Keine Leistungsaufträge für Überkapazitäten,Parlamentarische Initiative,Zustimmung,AR16142b,AR16142b,4ee58aca6a4e460da22bc2e24f15a827-332,1,2019-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4ee58aca6a4e460da22bc2e24f15a827-332/1/pdf
357/2017,,Für eine kostendeckende Finanzierung der Gerontopsychiatrie in Heimen,Postulat,Überweisung an Regierungsrat,AR17357,AR17357,69b2aec635e04f238609f2ad48fa9fb5-332,1,2019-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/69b2aec635e04f238609f2ad48fa9fb5-332/1/pdf
5527,5527,Schiedsgericht in Sozialversicherungsstreitigkeiten 2019-2025,Vorlage,Zustimmung,AR5527,AR5527,70771fff5fcb40e0ae27d3b2030a1396-332,1,2019-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/70771fff5fcb40e0ae27d3b2030a1396-332/1/pdf
5550,5550,Jahresbericht Universitätsspital Zürich und Bericht über die Umsetzung der Eigentümerstrategie für das Jahr 2018,Vorlage,Zustimmung,AR5550a,AR5550a,0a458b89f50b4ef0b9badcfc423074eb-332,1,2019-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/0a458b89f50b4ef0b9badcfc423074eb-332/1/pdf
5551,5551,Jahresbericht Kantonsspital Winterthur für das Jahr 2018,Vorlage,Zustimmung,AR5551a,AR5551a,337a50c0367a4480a6ce9ee6240ce981-332,1,2019-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/337a50c0367a4480a6ce9ee6240ce981-332/1/pdf
5552,5552,Jahresbericht der Psychiatrischen Universitätsklinik Zürich und Bericht über die Umsetzung der Eigentümerstrategie für das Jahr 2018,Vorlage,Zustimmung,AR5552a,AR5552a,16f3868e47654212bb3d61a6bb86745a-332,1,2019-09-30T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/16f3868e47654212bb3d61a6bb86745a-332/1/pdf
5456,5456,Gesetz über die Gerichts- und Behördenorganisation im Zivil- und Strafprozess (GOG),Vorlage,Zustimmung,AR5456b,AR5456b,6d92a0132e5c4ec09d19360e7a146339-332,1,2019-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/6d92a0132e5c4ec09d19360e7a146339-332/1/pdf
5427,5427,"Teilrevision 2016 des kantonalen Richtplans, Kapitel 4 «Verkehr» und Kapitel 5 «Versorgung, Entsorgung»",Vorlage,Zustimmung,AR5427a,AR5427a,be8979f4897e4b0dbb412320ec91b18a-332,1,2019-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/be8979f4897e4b0dbb412320ec91b18a-332/1/pdf
316/2017,,Altersdurchmischtes Wohnen,Postulat,Überweisung an Regierungsrat,AR17316,AR17316,48fda117dc4240edbb6541826bce41bc-332,2,2019-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/48fda117dc4240edbb6541826bce41bc-332/2/pdf
163/2014,,Soziallastenausgleich im Finanzausgleichsgesetz,Parlamentarische Initiative,Zustimmung,AR14163b,AR14163b,4c79572ddf264d3cb2ddde9e7d58c31b-332,1,2019-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4c79572ddf264d3cb2ddde9e7d58c31b-332/1/pdf
5401,5401,"Teilrevision 2016 des kantonalen Richtplans, Kapitel 2 «Siedlung», Kapitel 3 «Landschaft» und Kapitel 6 «Öffentliche Bauten und Anlagen»",Vorlage,Zustimmung,AR5401a,AR5401a,7b91c35c17ef47caa5b09ad3990617d1-332,1,2019-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/7b91c35c17ef47caa5b09ad3990617d1-332/1/pdf
5563,5563,Wahl der Mitglieder der Jugendhilfekommission für die Amtsdauer 2019-2023,Vorlage,Zustimmung,AR5563,AR5563,7472eeae3e644b54b34ad7407ea8cf8b-332,1,2019-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/7472eeae3e644b54b34ad7407ea8cf8b-332/1/pdf
259/2019,,Kasernenareal: Auch ein digitaler Leuchtturm für den Kanton Zürich,Dringliches Postulat,Ablehnung,AR19259,AR19259,056b6a41fa8e4a1d847cc61690818579-332,1,2019-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/056b6a41fa8e4a1d847cc61690818579-332/1/pdf
5434,5434,Mehrwertausgleichsgesetz (MAG),Vorlage,Zustimmung,AR5434b,AR5434b,5227629503684e89b7bd332a90c428c1-332,1,2019-10-28T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/5227629503684e89b7bd332a90c428c1-332/1/pdf
147/2019,,Schluss mit dem Schutz von Beamten vor Strafuntersuchungen,Einzelinitiative,Ablehnung,AR19147,AR19147,7979c154a1d04f87b143aa1abea957b8-332,1,2019-11-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/7979c154a1d04f87b143aa1abea957b8-332/1/pdf
5491,5491,Gesetz über die Gebäudeversicherung (GebVG),Vorlage,Zustimmung,AR5491b,AR5491b,6661a78ae4424b6ca5646d63897b0b66-332,1,2019-11-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/6661a78ae4424b6ca5646d63897b0b66-332/1/pdf
148/2019,,Schaffung eines «Güterverkehrs-Verlagerungsgesetzes»,Einzelinitiative,Ablehnung,AR19148,AR19148,71ec8d3f84254bf38dc920ba15f817f3-332,1,2019-11-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/71ec8d3f84254bf38dc920ba15f817f3-332/1/pdf
149/2019,,Zeit für neue S-Bahn-Haltestellen,Einzelinitiative,Ablehnung,AR19149,AR19149,97115b36be2644b6a6bfcd6e2dcd2222-332,1,2019-11-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/97115b36be2644b6a6bfcd6e2dcd2222-332/1/pdf
5544,5544,Jahresbericht der Zürcher Fachhochschule für das Jahr 2018,Vorlage,Zustimmung,AR5544a,AR5544a,8abf5e7ef84a41fdbf331e6cd020bb48-332,1,2019-11-11T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/8abf5e7ef84a41fdbf331e6cd020bb48-332/1/pdf
5535,5535,Jahresbericht Universität Zürich für das Jahr 2018,Vorlage,Zustimmung,AR5535a,AR5535a,e32fae1ba8c34e7fbcecd59cdee7e576-332,1,2019-11-11T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/e32fae1ba8c34e7fbcecd59cdee7e576-332/1/pdf
5500,5500,Volksinitiative «für ein Musikschulgesetz»,Vorlage,Zustimmung,AR5500b-Ablehnung VI,AR5500b-Ablehnung_VI,f233e2aaeddd4e0791785c3b28f7801e-332,1,2019-11-11T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/f233e2aaeddd4e0791785c3b28f7801e-332/1/pdf
5500,5500,Volksinitiative «für ein Musikschulgesetz»,Vorlage,Zustimmung,AR5500b-Gegenvorschlag,AR5500b-Gegenvorschlag,0788b12bc11d493b91e49b0b2df62d00-332,1,2019-11-11T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/0788b12bc11d493b91e49b0b2df62d00-332/1/pdf
105/2012,,"Strassengesetz § 14 Abs. 2, Zonen mit reduziertem Tempo",Parlamentarische Initiative,Zustimmung,AR12105b,AR12105b,43fc93f70860490390174d1ae09d8ac6-332,1,2019-11-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/43fc93f70860490390174d1ae09d8ac6-332/1/pdf
321/2013,,Strassengesetz § 30,Parlamentarische Initiative,Zustimmung,AR13321b,AR13321b,e8ae341c4fc545889f5ae38ee0dde18d-332,1,2019-11-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/e8ae341c4fc545889f5ae38ee0dde18d-332/1/pdf
5332,5332,Anpassung der kantonalen Signalisationsverordnung,Vorlage,Zustimmung,AR5332a,AR5332a,a50d2d84f41e42a9a334c2fe09f2b3e7-332,1,2019-11-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a50d2d84f41e42a9a334c2fe09f2b3e7-332/1/pdf
11/2014,,Bundesrechtswidrige Bestimmung im Strassengesetz,Parlamentarische Initiative,Rückweisung,AR14011b,AR14011b,167b06ab8d004504b045db03f6a9c2d3-332,1,2019-11-18T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/167b06ab8d004504b045db03f6a9c2d3-332/1/pdf
191/2018,,"Bürgerrecht, Erhöhung Sprachkompetenzen",Parlamentarische Initiative,Ablehnung,AR18191,AR18191,4a8007c5012f49db9bd5124c7a4f9367-332,1,2019-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4a8007c5012f49db9bd5124c7a4f9367-332/1/pdf
231/2018,,Klimaschutz: Standesinitiative zur Einführung einer wirksamen Kerosinsteuer,Parlamentarische Initiative,Vorläufig unterstützt,AR18231,AR18231,b23dbd5307ef4016b38ccfe012e1d93b-332,1,2019-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/b23dbd5307ef4016b38ccfe012e1d93b-332/1/pdf
5565,5565,Geschäftsbericht und Jahresrechnung 2018 der BVG- und Stiftungsaufsicht des Kantons Zürich (BVS),Vorlage,Zustimmung,AR5565a,AR5565a,e9482bfe7f5846a1a011bb0bd1817776-332,1,2019-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/e9482bfe7f5846a1a011bb0bd1817776-332/1/pdf
192/2018,,Bedingungsloser Abzug der Verpflegungsmehrkosten,Parlamentarische Initiative,Vorläufig unterstützt,AR18192,AR18192,645e016ebed64b70a5ad0798852b2c41-332,1,2019-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/645e016ebed64b70a5ad0798852b2c41-332/1/pdf
5573,5573,"Jahresberichte und Nachweis der Einhaltung der negativen Zweckbindung der Kirchensteuern der juristischen Personen 2018 der Evangelisch-reformierten Landeskirche, der Römisch-katholischen Körperschaft und der Christkatholischen Kirchgemeinde sowie über die Kenntnisnahme der Jahresberichte 2018 der Israelitischen Cultusgemeinde und der Jüdischen Liberalen Gemeinde",Vorlage,Zustimmung,AR5573a,AR5573a,bf846116eb3c43da817a9979301cbe2f-332,1,2019-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/bf846116eb3c43da817a9979301cbe2f-332/1/pdf
230/2018,,Bewilligungsverfahren in Tierversuchen,Parlamentarische Initiative,Vorläufig unterstützt,AR18230,AR18230,da5a0f7acb8e487b9fc17c719c6b68f5-332,1,2019-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/da5a0f7acb8e487b9fc17c719c6b68f5-332/1/pdf
5471,5471,Gesetz über die Information und den Datenschutz (IDG),Vorlage,Zustimmung,AR5471b,AR5471b,2adef8166bc04b608ef824166095d835-332,1,2019-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/2adef8166bc04b608ef824166095d835-332/1/pdf
193/2018,,"Bürgerrecht, Erhöhung wirtschaftlicher Selbsterhalt",Parlamentarische Initiative,Vorläufig unterstützt,AR18193,AR18193,f8a6203e9b9b4e8e94c786bb41a213ab-332,1,2019-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/f8a6203e9b9b4e8e94c786bb41a213ab-332/1/pdf
194/2018,,"Bürgerrecht, Erhöhung von Ordnung und Sicherheit",Parlamentarische Initiative,Vorläufig unterstützt,AR18194,AR18194,13bcab6e3c8847f395abbf61d22663fd-332,1,2019-11-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/13bcab6e3c8847f395abbf61d22663fd-332/1/pdf
367/2018,,Steuerjahre definieren Sozialhilfehöhe,Motion,Ablehnung,AR18367,AR18367,6d7662ab29ff4cd3afa1e045e42feda6-332,1,2019-12-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/6d7662ab29ff4cd3afa1e045e42feda6-332/1/pdf
151/2019,,Weiterbildungen für den Umgang mit LGBTI-feindlichen Aggressionen,Postulat,Überweisung an Regierungsrat,AR19151,AR19151,539ac7afbe3a4b0bbbcd9cde70166330-332,1,2019-12-02T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/539ac7afbe3a4b0bbbcd9cde70166330-332/1/pdf
5560,5560,Gesetz über die Gerichts- und Behördenorganisation im Zivil- und Strafprozess (GOG),Vorlage,Zustimmung,AR5560a,AR5560a,359473ce96b14cc486952128861adde3-332,1,2019-12-09T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/359473ce96b14cc486952128861adde3-332/1/pdf
5560,5560,Gesetz über die Gerichts- und Behördenorganisation im Zivil- und Strafprozess (GOG),Vorlage,Zustimmung,AR5560a Dringlich,AR5560a_Dringlich,9f773bfe152244418395afe8845be42a-332,1,2019-12-09T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9f773bfe152244418395afe8845be42a-332/1/pdf
5570,5570,Festsetzung Steuerfuss für die Jahre 2020 und 2021,Vorlage,Zustimmung,AR 2019-12-17,AR_2019-12-17,bbdbddb9762642b3bb2905c1a48ee988-332,1,2019-12-17T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/bbdbddb9762642b3bb2905c1a48ee988-332/1/pdf
5571,5571,Festsetzung Budget für das Rechnungsjahr 2020,Vorlage,Zustimmung,AR 2019-12-17,AR_2019-12-17,633a10a7911c46c08713bb3dfe1a72ab-332,1,2019-12-17T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/633a10a7911c46c08713bb3dfe1a72ab-332/1/pdf
175/2019,,Verbot von Rennen mit Motorfahrzeugen auf öffentlichen Strassen,Einzelinitiative,Ablehnung,AR19175,AR19175,0fcb417abff8428cbe5fff4088acae80-332,1,2020-01-06T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/0fcb417abff8428cbe5fff4088acae80-332/1/pdf
248/2019,,Verbot von alkoholischen Getränken sowie Raucherwaren wie Zigaretten und Zigarren zu verkaufen oder auszuschenken,Einzelinitiative,Ablehnung,AR19248,AR19248,8a0b677a60b34d3798603d4f8947ac6a-332,1,2020-01-06T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/8a0b677a60b34d3798603d4f8947ac6a-332/1/pdf
233/2018,,Klimaschutz: Desinvestition der ZKB aus fossilen Investitionen,Parlamentarische Initiative,Vorläufig unterstützt,AR18233,AR18233,dd76e2f416e34a46b9340c82bde2095a-332,1,2020-01-06T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/dd76e2f416e34a46b9340c82bde2095a-332/1/pdf
205/2019,,Berechnungsregel Erbschaft- und Schenkungssteuer Art. 24 ist aufzuheben,Einzelinitiative,Ablehnung,AR19205,AR19205,eb8dff1ee16f4a488df1fd999449639a-332,1,2020-01-06T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/eb8dff1ee16f4a488df1fd999449639a-332/1/pdf
232/2018,,Klimaschutz: Schutzartikel in die Verfassung,Parlamentarische Initiative,Vorläufig unterstützt,AR18232,AR18232,d9b8ca278776445dbf03ed40f6f04224-332,1,2020-01-06T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d9b8ca278776445dbf03ed40f6f04224-332/1/pdf
176/2019,,Für ein kommunales Stimm- und Wahlrecht für Ausländerinnen und Ausländer,Behördeninitiative,Vorläufig unterstützt,AR19176,AR19176,db5e98b0859b454ea1001c6eb8fe330a-332,1,2020-01-06T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/db5e98b0859b454ea1001c6eb8fe330a-332/1/pdf
5528,5528,Gewaltschutzgesetz (GSG),Vorlage,Zustimmung,AR5528a,AR5528a,90398dee6b4d48fca92d1557252f0c57-332,1,2020-01-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/90398dee6b4d48fca92d1557252f0c57-332/1/pdf
5534,5534,"Sozialhilfegesetz (SHG), Änderung",Vorlage,Zustimmung,AR5534b,AR5534b,4ad6fe75342f4dae98aee69319a90889-332,1,2020-01-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4ad6fe75342f4dae98aee69319a90889-332/1/pdf
260/2019,,Polizeiliche Erfassung von Billigtransporten und Kabotage im Personen- und Güterverkehr im Kanton Zürich,Postulat,Ablehnung,AR19260,AR19260,4e5c5d2121fc472a83735a1a5c83a156-332,1,2020-01-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4e5c5d2121fc472a83735a1a5c83a156-332/1/pdf
5511,5511,Einführungsgesetz zum Bundesgesetz über die Familienzulagen (EG FamZG),Vorlage,Zustimmung,AR5511b,AR5511b,88d105c0eff2491abf5059471fb6e047-332,1,2020-01-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/88d105c0eff2491abf5059471fb6e047-332/1/pdf
5523,5523,Bewilligung eines Rahmenkredites 2020-2029 für die Digitalisierungsinitiative der Zürcher Hochschulen,Vorlage,Zustimmung,AR5523,AR5523,d0cc72acec634165bb8f35cd81aabad8-332,1,2020-01-20T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d0cc72acec634165bb8f35cd81aabad8-332/1/pdf
5503,5503,"Abrechnung Kredit für die Erstellung eines Erweiterungsbaus für das Zahnärztliche Institut der Universität Zürich und die kantonale Volkszahnklinik an der Plattenstrasse 17/19, Zürich",Vorlage,Zustimmung,AR5503,AR5503,67d2dd24db92442ea171a4e566cc6677-332,1,2020-01-20T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/67d2dd24db92442ea171a4e566cc6677-332/1/pdf
